               0   9.015149e-005
      0.02666667    0.0001445597
      0.05333333    0.0001301291
            0.08    0.0001282713
       0.1066667    0.0001283843
       0.1333333    0.0001283843
            0.16    0.0001282422
       0.1866667    0.0001266337
       0.2133333    0.0001259832
            0.24    0.0001263989
       0.2666667    0.0001197844
       0.2933333    0.0001259673
            0.32    0.0001297078
       0.3466667    0.0001274752
       0.3733333    0.0001269496
             0.4    0.0001225952
       0.4266667    0.0001188808
       0.4533333    0.0001245245
            0.48    0.0001319742
       0.5066667    0.0001392177
       0.5333333     0.000132225
            0.56    0.0001210561
       0.5866667    0.0001219461
       0.6133333    0.0001269329
            0.64    0.0001300967
       0.6666667    0.0001284705
       0.6933333    0.0001236678
            0.72    0.0001270241
       0.7466667    0.0001326355
       0.7733333     0.000140356
             0.8    0.0001428755
       0.8266667    0.0001495132
       0.8533333    0.0001440652
            0.88    0.0001336303
       0.9066667    0.0001231469
       0.9333333    0.0001114268
            0.96    0.0001233829
       0.9866667      0.00014459
        1.013333     0.000144788
            1.04    0.0001455545
        1.066667    0.0002081263
        1.093333    0.0002191186
            1.12    0.0001860057
        1.146667    0.0002346935
        1.173333    0.0002489927
             1.2    0.0002232547
        1.226667    0.0002698696
        1.253333     0.000219346
            1.28    0.0001653199
        1.306667    0.0001656925
        1.333333    0.0001681239
            1.36    0.0001649544
        1.386667    0.0001494699
        1.413333    0.0001856525
            1.44    0.0002026113
        1.466667    0.0001728534
        1.493333    0.0001663585
            1.52    0.0002284128
        1.546667    0.0001998169
        1.573333    0.0002240925
             1.6    0.0002451076
        1.626667    0.0002103837
        1.653333    0.0001446604
            1.68    0.0001160695
        1.706667   8.498802e-005
        1.733333    0.0001809667
            1.76    0.0002611709
        1.786667    0.0002570679
        1.813333    0.0002629223
            1.84    0.0002957055
        1.866667    0.0002287113
        1.893333    0.0002477569
            1.92    0.0002212219
        1.946667    0.0001309665
        1.973333    0.0001096509
               2    0.0001792057
        2.026667    0.0002045353
        2.053333    0.0002197636
            2.08    0.0002611707
        2.106667    0.0002870789
        2.133333    0.0001678782
            2.16   9.528235e-005
        2.186667    0.0001476255
        2.213333     0.000156388
            2.24   6.396504e-005
        2.266667   4.096422e-005
        2.293333   4.734108e-005
            2.32   3.717959e-005
        2.346667  -2.200345e-005
        2.373333  -2.991621e-006
             2.4   -0.0001286639
        2.426667   -0.0001682959
        2.453333   -0.0001338731
            2.48   4.070787e-006
        2.506667   9.044726e-005
        2.533333    0.0001220091
            2.56    0.0001117458
        2.586667     0.000147922
        2.613333    0.0002923986
            2.64    0.0004247563
        2.666667    0.0003359986
        2.693333    0.0001087327
            2.72  -1.515925e-005
        2.746667   3.871894e-005
        2.773333      0.00016702
             2.8    0.0002729744
        2.826667    0.0002127905
        2.853333    0.0001823578
            2.88    0.0002144087
        2.906667    0.0001830503
        2.933333    0.0001338726
            2.96   6.299167e-005
        2.986667    0.0001004096
        3.013333   7.786623e-005
            3.04  -8.453609e-006
        3.066667   -0.0001424254
        3.093333  -6.417333e-005
            3.12    0.0001477904
        3.146667    0.0002702734
        3.173333    0.0003190337
             3.2    0.0001733984
        3.226667    0.0001142675
        3.253333     0.000133265
            3.28    0.0001326878
        3.306667    0.0001932317
        3.333333    0.0002230791
            3.36    9.53845e-005
        3.386667   7.189753e-005
        3.413333    0.0002452038
            3.44    0.0004010656
        3.466667    0.0005131077
        3.493333    0.0004404214
            3.52     0.000339575
        3.546667    0.0003180644
        3.573333    0.0002736684
             3.6    0.0002040395
        3.626667    0.0001643137
        3.653333    0.0002046835
            3.68    0.0001727069
        3.706667   -0.0001163125
        3.733333   -0.0001434551
            3.76   1.587707e-005
        3.786667    0.0002574561
        3.813333     0.000213813
            3.84    0.0001161165
        3.866667    0.0001882597
        3.893333   3.554225e-005
            3.92   1.434519e-005
        3.946667    0.0002176179
        3.973333    0.0001829313
               4  -3.603078e-005
        4.026667  -2.145859e-005
        4.053333    3.50534e-005
            4.08   -8.78153e-005
        4.106667   -0.0001041143
        4.133333  -3.915339e-005
            4.16   6.486665e-005
        4.186667   5.792871e-005
        4.213333   5.059296e-005
            4.24    0.0001776224
        4.266667   8.009309e-005
        4.293333  -3.516991e-005
            4.32  -2.674945e-005
        4.346667  -1.855121e-005
        4.373333    0.0001634504
             4.4    0.0001668447
        4.426667   6.376475e-005
        4.453333    0.0002816672
            4.48    0.0002815392
        4.506667    0.0001676305
        4.533333    0.0001673641
            4.56    0.0001744517
        4.586667    0.0002275346
        4.613333     0.000423645
            4.64    0.0004511306
        4.666667    0.0004641414
        4.693333    0.0003795937
            4.72    0.0003477074
        4.746667    0.0004066755
        4.773333    0.0003803557
             4.8    0.0002469722
        4.826667    0.0001032569
        4.853333      0.00031781
            4.88    0.0008019028
        4.906667     0.001682187
        4.933333     0.003028331
            4.96     0.004690619
        4.986667     0.006935863
        5.013333      0.01046676
            5.04      0.01472219
        5.066667      0.01988502
        5.093333        0.026934
            5.12      0.03614425
        5.146667      0.04582849
        5.173333      0.05478406
             5.2      0.06250493
        5.226667      0.06802208
        5.253333      0.07167242
            5.28       0.0743944
        5.306667      0.07620291
        5.333333      0.07774565
             5.4      0.08134877
        5.466667      0.08398884
        5.533333      0.08567776
             5.6      0.08643346
        5.666667      0.08695887
        5.733333       0.0868256
             5.8      0.08710494
        5.866667      0.08741555
        5.933333      0.08783831
               6      0.08751925
        6.066667      0.08734892
        6.133333      0.08689963
             6.2      0.08653104
        6.266667      0.08597381
        6.333333      0.08589956
             6.4      0.08538651
        6.466667      0.08524938
        6.533333      0.08480825
             6.6      0.08500667
        6.666667      0.08458397
             6.8      0.08274948
        6.933333      0.08103949
        7.066667      0.08040011
             7.2      0.07892742
        7.333333      0.07841437
        7.466667      0.07790137
             7.6      0.07746896
        7.733333      0.07674266
        7.866667      0.07449507
               8      0.07341606
        8.133333       0.0724396
        8.266667       0.0718769
             8.4       0.0706585
        8.533333      0.06969506
        8.666667       0.0689302
             8.8      0.06717939
        8.933333      0.06551992
        9.066667      0.06401535
             9.2      0.06235721
        9.333333      0.06177311
        10.66667       0.0518802
              12      0.04388906
        13.33333      0.03699247
        14.66667      0.03410339
              16      0.03148996
        17.33333      0.02780863
        18.66667      0.02426815
              20      0.01826448
        21.33333      0.01499648
        22.66667      0.01317502
              24      0.01179163
        25.33333      0.01047114
        26.66667     0.008979073
              28     0.007239354
        29.33333     0.005614524
        30.66667      0.00460707
              32     0.004184222
        33.33333       0.0038788
        34.66667     0.003500638
              36     0.003000206
        49.33333     0.001135636
        62.66667    0.0004005141
              76   3.096203e-005
        89.33333   -0.0001965346
        102.6667  -3.682119e-005
             116    0.0002684576
        129.3333    0.0003224551
        142.6667    0.0001800313
             156    0.0002261614
        169.3333    0.0003898854
        182.6667    0.0003896967
             196    0.0003828958
        209.3333   7.622227e-005
        222.6667  -4.320285e-005
             236  -3.893328e-005
        249.3333    0.0003668375
        262.6667     0.000655347
             276    0.0008877433
        289.3333     0.001042506
        302.6667    0.0009458015
        342.6667    0.0005332077
        382.6667    0.0003137778
        422.6667    0.0003228373
        462.6667    0.0002681353
        502.6667  -7.344215e-005
        542.6667     -0.00029461
        582.6667   -0.0002573672
        622.6667   8.017484e-005
        662.6667    0.0004889542
        702.6667    0.0007930412
        742.6667    0.0008419624
        782.6667    0.0004683422
        822.6667    0.0004610296
        862.6667    0.0004784226
        902.6667    0.0002933302
        942.6667    0.0003475576
        982.6667    0.0004868137
        1022.667    0.0007044321
        1062.667    0.0007023818
        1102.667    0.0004975948
        1142.667    0.0003432001
        1182.667     0.000133754
        1222.667   4.305419e-005
        1262.667    0.0001169589
        1302.667  -7.468129e-005
        1342.667   -0.0001087121
        1382.667  -3.918574e-005
        1422.667  -3.012417e-005
        1462.667   3.959123e-005
        1502.667    0.0002931226
        1542.667    0.0004369471
        1582.667    0.0005192104
        1622.667    0.0003524186
        1662.667    0.0001620931
        1702.667  -7.929358e-005
        1742.667  -2.907448e-005
        1782.667   9.839332e-005
        1822.667    0.0001059733
        1862.667    0.0001023365
        1902.667    0.0003574121
        1942.667    0.0003104113
        1982.667    0.0002597068
        2022.667    0.0002201512
