             0 -0.0009997073
    0.02666667   -0.00132027
    0.05333333  -0.001275802
          0.08  -0.001279366
     0.1066667  -0.001340349
     0.1333333  -0.001340349
          0.16  -0.001337949
     0.1866667   -0.00132262
     0.2133333  -0.001320036
          0.24  -0.001323279
     0.2666667  -0.001274388
     0.2933333  -0.001314451
          0.32  -0.001362956
     0.3466667    -0.0013392
     0.3733333   -0.00133873
           0.4  -0.001307372
     0.4266667  -0.001290229
     0.4533333  -0.001334607
          0.48   -0.00136771
     0.5066667  -0.001439472
     0.5333333  -0.001430126
          0.56  -0.001320431
     0.5866667  -0.001269911
     0.6133333  -0.001253126
          0.64  -0.001266544
     0.6666667  -0.001191077
     0.6933333  -0.001135626
          0.72  -0.001174718
     0.7466667  -0.001279714
     0.7733333   -0.00136207
           0.8    -0.0013974
     0.8266667  -0.001381684
     0.8533333  -0.001253251
          0.88  -0.001187847
     0.9066667  -0.001265603
     0.9333333  -0.001299896
          0.96   -0.00132075
     0.9866667  -0.001310317
      1.013333  -0.001241237
          1.04  -0.001246089
      1.066667  -0.001168789
      1.093333  -0.001091541
          1.12  -0.001092728
      1.146667  -0.000735113
      1.173333 -0.0007782109
           1.2 -0.0008239346
      1.226667 -0.0003958331
      1.253333 -0.0005801625
          1.28  -0.001090384
      1.306667   -0.00142402
      1.333333  -0.001433797
          1.36  -0.001004751
      1.386667  -0.001253556
      1.413333  -0.001044715
          1.44 -0.0009026337
      1.466667  -0.001122989
      1.493333  -0.001356697
          1.52  -0.001126256
      1.546667  -0.001257001
      1.573333  -0.001137275
           1.6 -0.0007214843
      1.626667 -0.0007217576
      1.653333  -0.001301692
          1.68  -0.001664092
      1.706667  -0.002025731
      1.733333  -0.001575034
          1.76   -0.00100856
      1.786667 -0.0008372146
      1.813333 -0.0005009466
          1.84 -0.0001293575
      1.866667 -0.0004145749
      1.893333  0.0002484372
          1.92 -0.0002603402
      1.946667   -0.00131163
      1.973333  -0.001814778
             2   -0.00173808
      2.026667  -0.001699487
      2.053333  -0.001224741
          2.08  -0.000581999
      2.106667 -0.0005180502
      2.133333  -0.001240503
          2.16  -0.000956081
      2.186667-5.595072e-005
      2.213333 -0.0002853176
          2.24-5.627693e-005
      2.266667  0.0003996982
      2.293333 1.925586e-005
          2.32  0.0002620204
      2.346667 -0.0001498048
      2.373333 -0.0009098393
           2.4 -0.0005688492
      2.426667 -0.0006382246
      2.453333  -0.001071807
          2.48  -0.001440059
      2.506667  -0.001425965
      2.533333   -0.00195307
          2.56   -0.00164919
      2.586667  -0.001283624
      2.613333  -0.001611815
          2.64  -0.001241674
      2.666667  -0.001129773
      2.693333  -0.001008884
          2.72 -0.0007138612
      2.746667 -0.0001655063
      2.773333  0.0001005194
           2.8  0.0001494724
      2.826667 -0.0003385028
      2.853333 -0.0003949879
          2.88  0.0004620446
      2.906667-6.216358e-005
      2.933333  -0.001082967
          2.96   -0.00255726
      2.986667  -0.002755025
      3.013333  -0.002226811
          3.04  -0.001346028
      3.066667 -0.0003838881
      3.093333 -0.0005058307
          3.12  -0.001582144
      3.146667  -0.003022395
      3.173333  -0.003246206
           3.2  -0.002771934
      3.226667  -0.002119922
      3.253333  -0.001732953
          3.28 -0.0005972574
      3.306667 -0.0005214679
      3.333333 -0.0006265222
          3.36  0.0003275668
      3.386667   0.001744386
      3.413333    0.00245284
          3.44   0.001556303
      3.466667 2.548341e-005
      3.493333 -0.0006852821
          3.52  -0.001465786
      3.546667  -0.002159087
      3.573333  -0.002150713
           3.6 -0.0003939232
      3.626667  0.0009094712
      3.653333    0.00195797
          3.68   0.002243999
      3.706667    0.00306054
      3.733333     0.0034819
          3.76   0.003333482
      3.786667   0.001030122
      3.813333  0.0003333308
          3.84-6.696543e-005
      3.866667 -0.0007128573
      3.893333 -0.0006107466
          3.92 -0.0001882875
      3.946667  0.0002167157
      3.973333  0.0007104997
             4  0.0007960123
      4.026667 -0.0005473276
      4.053333  -0.001097941
          4.08 9.519513e-005
      4.106667  0.0003786566
      4.133333 -0.0002462147
          4.16 -0.0006991838
      4.186667-5.817039e-005
      4.213333  0.0003519441
          4.24 -0.0001333776
      4.266667 -0.0009947275
      4.293333  0.0005722432
          4.32   0.001291279
      4.346667 7.782308e-005
      4.373333  -0.001631159
           4.4 -3.60053e-005
      4.426667   0.001406754
      4.453333  -0.001080551
          4.48  -0.001210907
      4.506667 7.937399e-005
      4.533333  0.0002455001
          4.56 -0.0004450094
      4.586667  -0.001053342
      4.613333  -0.001874269
          4.64  -0.001578653
      4.666667 -0.0007788437
      4.693333  0.0002505336
          4.72 -0.0002068633
      4.746667   -0.00159797
      4.773333 -0.0006352051
           4.8 -0.0002683685
      4.826667  -0.001148668
      4.853333  -0.004176199
          4.88  -0.006018755
      4.906667  -0.009253632
      4.933333   -0.01472767
          4.96   -0.02416071
      4.986667   -0.04219178
      5.013333   -0.08042494
          5.04    -0.1382045
      5.066667    -0.2102948
      5.093333    -0.2813468
          5.12    -0.3383604
      5.146667    -0.3638658
      5.173333    -0.3566458
           5.2    -0.3258482
      5.226667    -0.2839742
      5.253333    -0.2415318
          5.28    -0.2022707
      5.306667    -0.1678345
      5.333333    -0.1365061
           5.4   -0.08062971
      5.466667   -0.04038113
      5.533333   -0.01470819
           5.6   0.001856704
      5.666667    0.01413924
      5.733333    0.02507202
           5.8    0.03291341
      5.866667    0.04073943
      5.933333    0.04533598
             6     0.0527036
      6.066667      0.052458
      6.133333    0.05391738
           6.2    0.05802841
      6.266667    0.06125247
      6.333333    0.05922774
           6.4    0.06015878
      6.466667    0.06241815
      6.533333    0.06769193
           6.6    0.07222401
      6.666667    0.07592927
           6.8     0.0775098
      6.933333    0.07060003
      7.066667    0.06269611
           7.2    0.06272849
      7.333333    0.05607023
      7.466667    0.05976852
           7.6    0.06967468
      7.733333    0.06898538
      7.866667    0.06859416
             8     0.0668713
      8.133333    0.07108077
      8.266667    0.07489795
           8.4    0.07346098
      8.533333    0.06734123
      8.666667    0.05997213
           8.8    0.05735929
      8.933333    0.05160036
      9.066667    0.04400706
           9.2    0.04053638
      9.333333    0.03826432
      10.66667    0.02169947
            12    0.01709657
      13.33333    0.02653153
      14.66667      0.030913
            16    0.03444364
      17.33333    0.02646746
      18.66667    0.02394493
            20   0.006587307
      21.33333   0.006892423
      22.66667   0.006500913
            24   0.003459991
      25.33333   0.002653682
      26.66667   0.004296376
            28    0.00590752
      29.33333   0.003615794
      30.66667   0.004243068
            32   0.002875379
      33.33333   0.001660881
      34.66667   0.002140207
            36    0.00244918
      49.33333   0.001347413
      62.66667   0.002132018
            76    0.00299167
      89.33333   0.002428514
      102.6667  0.0005674697
           116 -0.0007409544
      129.3333 -0.0005613703
      142.6667  0.0008074051
           156 -0.0001014481
      169.3333 -0.0002483943
      182.6667   0.000720088
           196   0.001238425
      209.3333   0.002986458
      222.6667   0.005295669
           236     0.0043437
      249.3333   0.005301348
      262.6667   0.004400862
           276   0.000330153
      289.3333  -0.001875178
      302.6667  -0.001566261
      342.6667 -0.0004142569
      382.6667   0.001278686
      422.6667   0.002117488
      462.6667   0.001618667
      502.6667   0.003333056
      542.6667   0.003685532
      582.6667   0.003203428
      622.6667   0.002244253
      662.6667  0.0001157361
      702.6667 -0.0003254397
      742.6667  -0.001621872
      782.6667  -0.001627845
      822.6667 -0.0004930914
      862.6667   0.001393369
      902.6667   0.001414109
      942.6667  0.0006186551
      982.6667   0.002655591
      1022.667   0.002485108
      1062.667   0.001879781
      1102.667   0.003266911
      1142.667    0.00351716
      1182.667    0.00394144
      1222.667   0.001803542
      1262.667  0.0001482296
      1302.667 -0.0002143714
      1342.667  -0.001707729
      1382.667 -0.0002163391
      1422.667 -0.0004040709
      1462.667  -0.001199788
      1502.667   -0.00154169
      1542.667  -0.000714344
      1582.667 8.453953e-005
      1622.667  0.0007298489
      1662.667 -0.0003914518
      1702.667  0.0009445421
      1742.667   0.001289977
      1782.667  0.0007432037
      1822.667  0.0006517962
      1862.667    0.00108118
      1902.667 -0.0002292232
      1942.667 -0.0003964213
      1982.667  0.0005571143
      2022.667  0.0003734276
