-2.0010000000,0.0108000000
-2.0000000000,0.0066000000
-1.9990000000,0.0074000000
-1.9980000000,0.0064000000
-1.9970000000,0.0066000000
-1.9960000000,0.0096000000
-1.9950000000,0.0072000000
-1.9940000000,0.0048000000
-1.9930000000,0.0058000000
-1.9920000000,0.0074000000
-1.9910000000,0.0060000000
-1.9900000000,0.0026000000
-1.9890000000,0.0072000000
-1.9880000000,0.0058000000
-1.9870000000,0.0066000000
-1.9860000000,0.0062000000
-1.9850000000,0.0066000000
-1.9840000000,0.0052000000
-1.9830000000,0.0048000000
-1.9820000000,0.0068000000
-1.9810000000,0.0088000000
-1.9800000000,0.0056000000
-1.9790000000,0.0052000000
-1.9780000000,0.0072000000
-1.9770000000,0.0074000000
-1.9760000000,0.0070000000
-1.9750000000,0.0076000000
-1.9740000000,0.0058000000
-1.9730000000,0.0064000000
-1.9720000000,0.0084000000
-1.9710000000,0.0076000000
-1.9700000000,0.0042000000
-1.9690000000,0.0076000000
-1.9680000000,0.0050000000
-1.9670000000,0.0070000000
-1.9660000000,0.0038000000
-1.9650000000,0.0082000000
-1.9640000000,0.0070000000
-1.9630000000,0.0068000000
-1.9620000000,0.0080000000
-1.9610000000,0.0100000000
-1.9600000000,0.0070000000
-1.9590000000,0.0060000000
-1.9580000000,0.0092000000
-1.9570000000,0.0084000000
-1.9560000000,0.0064000000
-1.9550000000,0.0054000000
-1.9540000000,0.0064000000
-1.9530000000,0.0054000000
-1.9520000000,0.0084000000
-1.9510000000,0.0060000000
-1.9500000000,0.0056000000
-1.9490000000,0.0084000000
-1.9480000000,0.0070000000
-1.9470000000,0.0050000000
-1.9460000000,0.0066000000
-1.9450000000,0.0048000000
-1.9440000000,0.0068000000
-1.9430000000,0.0062000000
-1.9420000000,0.0074000000
-1.9410000000,0.0046000000
-1.9400000000,0.0058000000
-1.9390000000,0.0062000000
-1.9380000000,0.0070000000
-1.9370000000,0.0084000000
-1.9360000000,0.0054000000
-1.9350000000,0.0042000000
-1.9340000000,0.0080000000
-1.9330000000,0.0042000000
-1.9320000000,0.0068000000
-1.9310000000,0.0066000000
-1.9300000000,0.0070000000
-1.9290000000,0.0054000000
-1.9280000000,0.0038000000
-1.9270000000,0.0070000000
-1.9260000000,0.0090000000
-1.9250000000,0.0084000000
-1.9240000000,0.0054000000
-1.9230000000,0.0072000000
-1.9220000000,0.0066000000
-1.9210000000,0.0078000000
-1.9200000000,0.0068000000
-1.9190000000,0.0072000000
-1.9180000000,0.0074000000
-1.9170000000,0.0058000000
-1.9160000000,0.0060000000
-1.9150000000,0.0062000000
-1.9140000000,0.0034000000
-1.9130000000,0.0064000000
-1.9120000000,0.0058000000
-1.9110000000,0.0068000000
-1.9100000000,0.0044000000
-1.9090000000,0.0052000000
-1.9080000000,0.0060000000
-1.9070000000,0.0076000000
-1.9060000000,0.0098000000
-1.9050000000,0.0078000000
-1.9040000000,0.0062000000
-1.9030000000,0.0038000000
-1.9020000000,0.0056000000
-1.9010000000,0.0072000000
-1.9000000000,0.0070000000
-1.8990000000,0.0076000000
-1.8980000000,0.0084000000
-1.8970000000,0.0064000000
-1.8960000000,0.0072000000
-1.8950000000,0.0064000000
-1.8940000000,0.0070000000
-1.8930000000,0.0068000000
-1.8920000000,0.0054000000
-1.8910000000,0.0058000000
-1.8900000000,0.0062000000
-1.8890000000,0.0066000000
-1.8880000000,0.0072000000
-1.8870000000,0.0072000000
-1.8860000000,0.0062000000
-1.8850000000,0.0066000000
-1.8840000000,0.0072000000
-1.8830000000,0.0066000000
-1.8820000000,0.0056000000
-1.8810000000,0.0076000000
-1.8800000000,0.0052000000
-1.8790000000,0.0050000000
-1.8780000000,0.0066000000
-1.8770000000,0.0050000000
-1.8760000000,0.0064000000
-1.8750000000,0.0056000000
-1.8740000000,0.0068000000
-1.8730000000,0.0064000000
-1.8720000000,0.0060000000
-1.8710000000,0.0060000000
-1.8700000000,0.0072000000
-1.8690000000,0.0084000000
-1.8680000000,0.0080000000
-1.8670000000,0.0064000000
-1.8660000000,0.0064000000
-1.8650000000,0.0058000000
-1.8640000000,0.0066000000
-1.8630000000,0.0086000000
-1.8620000000,0.0052000000
-1.8610000000,0.0052000000
-1.8600000000,0.0054000000
-1.8590000000,0.0046000000
-1.8580000000,0.0022000000
-1.8570000000,0.0056000000
-1.8560000000,0.0064000000
-1.8550000000,0.0054000000
-1.8540000000,0.0050000000
-1.8530000000,0.0066000000
-1.8520000000,0.0062000000
-1.8510000000,0.0064000000
-1.8500000000,0.0058000000
-1.8490000000,0.0054000000
-1.8480000000,0.0052000000
-1.8470000000,0.0058000000
-1.8460000000,0.0054000000
-1.8450000000,0.0038000000
-1.8440000000,0.0078000000
-1.8430000000,0.0050000000
-1.8420000000,0.0060000000
-1.8410000000,0.0070000000
-1.8400000000,0.0064000000
-1.8390000000,0.0070000000
-1.8380000000,0.0034000000
-1.8370000000,0.0060000000
-1.8360000000,0.0064000000
-1.8350000000,0.0050000000
-1.8340000000,0.0068000000
-1.8330000000,0.0098000000
-1.8320000000,0.0064000000
-1.8310000000,0.0064000000
-1.8300000000,0.0074000000
-1.8290000000,0.0056000000
-1.8280000000,0.0054000000
-1.8270000000,0.0052000000
-1.8260000000,0.0064000000
-1.8250000000,0.0060000000
-1.8240000000,0.0040000000
-1.8230000000,0.0070000000
-1.8220000000,0.0050000000
-1.8210000000,0.0040000000
-1.8200000000,0.0058000000
-1.8190000000,0.0030000000
-1.8180000000,0.0056000000
-1.8170000000,0.0060000000
-1.8160000000,0.0066000000
-1.8150000000,0.0060000000
-1.8140000000,0.0058000000
-1.8130000000,0.0074000000
-1.8120000000,0.0066000000
-1.8110000000,0.0082000000
-1.8100000000,0.0052000000
-1.8090000000,0.0072000000
-1.8080000000,0.0042000000
-1.8070000000,0.0054000000
-1.8060000000,0.0036000000
-1.8050000000,0.0060000000
-1.8040000000,0.0070000000
-1.8030000000,0.0046000000
-1.8020000000,0.0070000000
-1.8010000000,0.0064000000
-1.8000000000,0.0070000000
-1.7990000000,0.0090000000
-1.7980000000,0.0062000000
-1.7970000000,0.0062000000
-1.7960000000,0.0066000000
-1.7950000000,0.0058000000
-1.7940000000,0.0066000000
-1.7930000000,0.0068000000
-1.7920000000,0.0080000000
-1.7910000000,0.0056000000
-1.7900000000,0.0048000000
-1.7890000000,0.0072000000
-1.7880000000,0.0070000000
-1.7870000000,0.0062000000
-1.7860000000,0.0056000000
-1.7850000000,0.0040000000
-1.7840000000,0.0080000000
-1.7830000000,0.0042000000
-1.7820000000,0.0046000000
-1.7810000000,0.0050000000
-1.7800000000,0.0060000000
-1.7790000000,0.0054000000
